#                   file   nse gr rec1 rec2     id1     id2  n_avr a_max a  m  f  g asun_sca asmi_sca pro_sca asun_sol asmi_sol pro_sol      Ls      obs      ifg               utc_start
#                      1     2  3    4    5       6       7      8     910 11 12 13       14       15      16       17       18      19      20       21       22                      23
1B9901_2019-175T06-53-15  7065  4 1555 2449   14806   15700  26308 13357 1  5  4  2  145.199  145.182   0.000    0.430    0.429 100.000  43.597 OCC_SOL  SHORT    2019-JUN-24-08:32:37.54
1B9A01_2019-175T08-51-06  7066  2  449 1664   16222   17437  26304 11660 1  5  4  2  144.740   67.248   0.000    0.693    0.692 100.000  43.623 OCC_SOL  SHORT    2019-JUN-24-09:56:48.61
1B9A01_2019-175T08-51-06  7066  4 1795 1878   17569   17652  26324 11497 1  5  4  2   71.719   67.595   0.000    0.686    0.686 100.000  43.633 OCC_SOL  SHORT    2019-JUN-24-10:28:25.64
1B9B01_2019-175T10-48-59  7067  2  461 1434   18169   19142  26317 13343 1  5  4  2  144.312   67.330   0.000    0.436    0.435 100.000  43.660 OCC_SOL  SHORT    2019-JUN-24-11:56:29.17
1B9B01_2019-175T10-48-59  7067  4 1571 2487   19280   20196  26315 13393 1  5  4  2  145.271  145.270   0.000    0.430    0.429 100.000  43.670 OCC_SOL  SHORT    2019-JUN-24-12:28:03.54
1B9E01_2019-175T16-42-46  7070  2  453 1724    1633    2904  26337 12332 1  5  4  2  144.531   67.247   0.000    0.693    0.692 100.000  43.770 OCC_SOL  SHORT    2019-JUN-24-17:48:50.92
1B9E01_2019-175T16-42-46  7070  4 1848 1934    3029    3115  26351 12490 1  5  4  2   72.966   67.244   0.000    0.687    0.686 100.000  43.779 OCC_SOL  SHORT    2019-JUN-24-18:19:21.43
1B9F01_2019-175T18-40-39  7071  2  453  544    3626    3717  26357 11778 1  5  4  2   72.684   67.293   0.000    0.708    0.707 100.000  43.806 OCC_SOL  SHORT    2019-JUN-24-19:46:38.32
1B9F01_2019-175T18-40-39  7071  4  661  748    3834    3921  26354 11806 1  5  4  2   72.946   67.292   0.000    0.701    0.701 100.000  43.816 OCC_SOL  SHORT    2019-JUN-24-20:17:05.49
1BA001_2019-175T20-38-30  7072  4 1625 2597    5607    6579  26381 13291 1  5  4  2  145.183  145.182   0.000    0.430    0.429 100.000  43.853 OCC_SOL  SHORT    2019-JUN-24-22:16:41.73
1BA101_2019-175T22-36-22  7073  2  449  540    7107    7198  26389 12201 1  5  4  2   73.674   67.245   0.000    0.693    0.692 100.000  43.879 OCC_SOL  SHORT    2019-JUN-24-23:42:43.21
1BA101_2019-175T22-36-22  7073  4  661 1886    7319    8544  26416 12332 1  5  4  2  145.175  145.174   0.000    0.687    0.686 100.000  43.889 OCC_SOL  SHORT    2019-JUN-25-00:14:24.78
1BA901_2019-176T14-19-42  7081  2  467 1668     837    2038  26258 12238 1  5  4  2  144.473   67.330   0.000    0.435    0.434 100.000  44.173 OCC_SOL  SHORT    2019-JUN-25-15:28:35.31
1BA901_2019-176T14-19-42  7081  4 1765 2900    2136    3271  26255 12332 1  5  4  2  145.270  145.182   0.000    0.430    0.430 100.000  44.181 OCC_SOL  SHORT    2019-JUN-25-15:55:48.88
1BAB01_2019-176T18-15-32  7083  2  453  554    4607    4708  26264 11209 1  5  4  2   72.123   67.245   0.000    0.693    0.691 100.000  44.245 OCC_SOL  SHORT    2019-JUN-25-19:22:30.37
1BAB01_2019-176T18-15-32  7083  4  635  732    4789    4886  26269 10751 1  5  4  2   72.313   67.244   0.000    0.687    0.686 100.000  44.253 OCC_SOL  SHORT    2019-JUN-25-19:49:19.43
1BAC01_2019-176T20-13-23  7084  2  469 1737    5421    6689  26275 12802 1  5  4  2  144.731   67.330   0.000    0.435    0.434 100.000  44.282 OCC_SOL  SHORT    2019-JUN-25-21:22:25.84
1BAC01_2019-176T20-13-23  7084  4 1824 3027    6777    7980  26274 12963 1  5  4  2  145.182  145.095   0.000    0.430    0.430 100.000  44.290 OCC_SOL  SHORT    2019-JUN-25-21:48:40.53
1BAD01_2019-176T22-11-14  7085  2  457  562    8524    8629  26284 10927 1  5  4  2   71.940   67.244   0.000    0.693    0.691 100.000  44.318 OCC_SOL  SHORT    2019-JUN-25-23:18:29.27
1BAD01_2019-176T22-11-14  7085  4  633  734    8700    8801  26284 11073 1  5  4  2   72.124   67.244   0.000    0.687    0.686 100.000  44.326 OCC_SOL  SHORT    2019-JUN-25-23:44:21.36
1CA001_2019-196T20-48-24  7328  1    1  982   13835   14816  26194 11445 1  5  4  2  145.275  145.188   0.000    0.432    0.431 100.000  53.160 OCC_SOL  SHORT    2019-JUL-15-22:00:26.67
1CD001_2019-200T19-08-12  7376  2  367 1031     367    1031  26119 11193 1  5  4  2  143.602   67.331   0.000    0.431    0.430 100.000  54.889 OCC_SOL  SHORT    2019-JUL-19-20:14:32.15
1CD001_2019-200T19-08-12  7376  4 1244 1930    1245    1931  26126 10777 1  5  4  2  145.213  145.189   0.000    0.438    0.438 100.000  54.901 OCC_SOL  SHORT    2019-JUL-19-20:52:57.76
1CD101_2019-200T21-06-03  7377  2  473 1300    2453    3280  26145 12872 1  5  4  2  144.350   67.247   0.000    0.686    0.686 100.000  54.925 OCC_SOL  SHORT    2019-JUL-19-22:11:18.72
1CD101_2019-200T21-06-03  7377  4 1503 1578    3484    3559  26143 12376 1  5  4  2   73.787   67.076   0.000    0.693    0.693 100.000  54.937 OCC_SOL  SHORT    2019-JUL-19-22:48:57.81
1CD301_2019-201T01-01-51  7379  2  469  540    4906    4977  26194 11350 1  5  4  2   74.164   67.247   0.000    0.686    0.686 100.000  54.997 OCC_SOL  SHORT    2019-JUL-20-02:07:06.50
1CD301_2019-201T01-01-51  7379  4  739  814    5176    5251  26209 11393 1  5  4  2   70.524   67.250   0.000    0.693    0.693 100.000  55.009 OCC_SOL  SHORT    2019-JUL-20-02:44:55.87
1CD401_2019-201T02-59-49  7380  4  600 1245    5884    6529  26220 11930 1  5  4  2  143.801   67.331   0.000    0.431    0.430 100.000  55.033 OCC_SOL  SHORT    2019-JUL-20-04:06:10.08
1CD401_2019-201T02-59-49  7380  6 1458 2130    6743    7415  26228 12056 1  5  4  2  145.277  145.277   0.000    0.438    0.438 100.000  55.045 OCC_SOL  SHORT    2019-JUL-20-04:44:54.40
1CD501_2019-201T04-57-47  7381  2  463  534    7925    7996  26240 10824 1  5  4  2   74.148   67.247   0.000    0.686    0.685 100.000  55.069 OCC_SOL  SHORT    2019-JUL-20-06:02:44.60
1CD501_2019-201T04-57-47  7381  4  743 1598    8205    9060  26244 11114 1  5  4  2  145.269  145.269   0.000    0.693    0.693 100.000  55.081 OCC_SOL  SHORT    2019-JUL-20-06:42:53.55
1CD601_2019-201T06-55-41  7382  2  467 1105    9566   10204  26255 12711 1  5  4  2  143.481   67.331   0.000    0.431    0.430 100.000  55.105 OCC_SOL  SHORT    2019-JUL-20-08:01:43.20
1CD601_2019-201T06-55-41  7382  4 1318 1984   10418   11084  26264 12687 1  5  4  2  145.277  145.277   0.000    0.438    0.438 100.000  55.117 OCC_SOL  SHORT    2019-JUL-20-08:40:48.41
1CD701_2019-201T08-53-32  7383  2  459  526   11590   11657  26271 10719 1  5  4  2   74.564   67.247   0.000    0.686    0.686 100.000  55.141 OCC_SOL  SHORT    2019-JUL-20-09:58:37.52
1CD701_2019-201T08-53-32  7383  4  729  800   11860   11931  26277 10761 1  5  4  2   74.153   67.250   0.000    0.693    0.693 100.000  55.153 OCC_SOL  SHORT    2019-JUL-20-10:36:55.83
1CDB01_2019-201T16-45-14  7387  2  451 1233   15020   15802  26323 12013 1  5  4  2  143.785   67.247   0.000    0.686    0.685 100.000  55.285 OCC_SOL  SHORT    2019-JUL-20-17:50:00.48
1CDB01_2019-201T16-45-14  7387  4 1438 1507   16008   16077  26325 11854 1  5  4  2   74.366   67.250   0.000    0.694    0.693 100.000  55.297 OCC_SOL  SHORT    2019-JUL-20-18:28:54.69
1D0801_2019-205T09-11-32  7432  1    1  514   16824   17337  26202 11613 1  5  4  2  145.185  145.098   0.000    0.430    0.430 100.000  56.905 OCC_SOL  SHORT    2019-JUL-24-10:18:30.61
1D2301_2019-207T14-15-19  7459  2  297  360     297     360  26202 12855 1  5  4  2   75.167   67.250   0.000    0.694    0.694 100.000  57.888 OCC_SOL  SHORT    2019-JUL-26-16:01:30.16
1D2501_2019-207T18-11-13  7461  2  755  818    1977    2040  26233 11580 1  5  4  2   75.028   67.250   0.000    0.694    0.694 100.000  57.960 OCC_SOL  SHORT    2019-JUL-26-19:57:22.09
1D2601_2019-207T20-09-09  7462  2  455  943    2515    3003  26246 12507 1  5  4  2  143.360   67.330   0.000    0.430    0.430 100.000  57.983 OCC_SOL  SHORT    2019-JUL-26-21:13:14.49
1D2801_2019-208T00-04-56  7464  2  445  506    4610    4671  26276 10721 1  5  4  2   71.274   67.246   0.000    0.686    0.686 100.000  58.054 OCC_SOL  SHORT    2019-JUL-27-01:08:00.35
1D2901_2019-208T02-02-49  7465  2  755 1256    5750    6251  26289 13054 1  5  4  2  145.277  145.276   0.000    0.438    0.438 100.000  58.104 OCC_SOL  SHORT    2019-JUL-27-03:51:00.49
1D2A01_2019-208T04-00-47  7466  2  445  502    6729    6786  26299 11298 1  5  4  2   75.828   67.246   0.000    0.686    0.686 100.000  58.126 OCC_SOL  SHORT    2019-JUL-27-05:04:08.46
1D2B01_2019-208T05-58-45  7467  4  868  929    7979    8040  26302 11310 1  5  4  2   75.279   67.250   0.000    0.694    0.694 100.000  58.175 OCC_SOL  SHORT    2019-JUL-27-07:45:01.10
1D2C01_2019-208T07-56-43  7468  2  447  928    8507    8988  26318 13159 1  5  4  2  143.325   67.330   0.000    0.430    0.430 100.000  58.198 OCC_SOL  SHORT    2019-JUL-27-09:00:48.34
1D3301_2019-208T21-42-07  7475  2  251  745     251     745  26165 10396 1  5  4  2  145.277  145.276   0.000    0.438    0.438 100.000  58.463 OCC_SOL  SHORT    2019-JUL-27-23:30:25.41
1D3401_2019-208T23-39-59  7476  2  843  846    1621    1624  26164 11043 1  5  4  2  106.209   67.244   0.000    0.691    0.691 100.000  58.502 OCC_SOL  SHORT    2019-JUL-28-01:37:25.54
1D3501_2019-209T01-37-53  7477  1    1  426    1625    2050  26185 12896 1  5  4  2   72.718   67.244   0.000    0.690    0.690 100.000  58.505 OCC_SOL  SHORT    2019-JUL-28-01:38:03.44
1D3601_2019-209T03-35-48  7478  2  451  510    2919    2978  26200 12374 1  5  4  2   71.393   67.246   0.000    0.686    0.686 100.000  58.557 OCC_SOL  SHORT    2019-JUL-28-04:38:56.34
1D3701_2019-209T05-33-47  7479  2  757  820    4067    4130  26246 11040 1  5  4  2   71.138   67.250   0.000    0.694    0.694 100.000  58.606 OCC_SOL  SHORT    2019-JUL-28-07:20:20.11
1D3801_2019-209T07-31-45  7480  2  453  924    4601    5072  26249 12512 1  5  4  2  143.291   67.330   0.000    0.430    0.430 100.000  58.629 OCC_SOL  SHORT    2019-JUL-28-08:35:38.31
1D3901_2019-209T09-29-41  7481  2  753  814    6157    6218  26261 10810 1  5  4  2   75.282   67.250   0.000    0.694    0.694 100.000  58.678 OCC_SOL  SHORT    2019-JUL-28-11:16:16.98
1D3A01_2019-209T11-27-33  7482  2  449  921    6685    7157  26270 12801 1  5  4  2  143.295   67.330   0.000    0.430    0.430 100.000  58.701 OCC_SOL  SHORT    2019-JUL-28-12:31:14.27
1D3C01_2019-209T15-23-22  7484  2  443  502    8759    8818  26295 11026 1  5  4  2   71.393   67.246   0.000    0.686    0.686 100.000  58.773 OCC_SOL  SHORT    2019-JUL-28-16:26:29.25
1D3D01_2019-209T17-21-20  7485  4  849  910    9994   10055  26309 11184 1  5  4  2   75.280   67.250   0.000    0.694    0.694 100.000  58.822 OCC_SOL  SHORT    2019-JUL-28-19:07:54.79
1D3E01_2019-209T19-19-16  7486  2  447  914   10520   10987  26297 13264 1  5  4  2  143.808   67.330   0.000    0.430    0.430 100.000  58.845 OCC_SOL  SHORT    2019-JUL-28-20:23:06.24
1D3F01_2019-209T21-17-11  7487  2  745  806   12061   12122  26309 11172 1  5  4  2   71.263   67.250   0.000    0.694    0.694 100.000  58.894 OCC_SOL  SHORT    2019-JUL-28-23:03:52.93
1D4001_2019-209T23-15-04  7488  2  445  912   12583   13051  26310 13170 1  5  4  2  143.189   67.330   0.000    0.430    0.430 100.000  58.916 OCC_SOL  SHORT    2019-JUL-29-00:18:44.11
1D7201_2019-214T01-31-23  7538  1    1  436   19828   20263  26205 11464 1  5  4  2  145.184  145.184   0.000    0.430    0.430 100.000  60.711 OCC_SOL  SHORT    2019-AUG-02-02:37:09.63
1D8901_2019-215T22-43-49  7561  2  775 1233    1287    1745  26217 11245 1  5  4  2  145.005  145.005   0.000    0.694    0.694 100.000  61.549 OCC_SOL  SHORT    2019-AUG-04-00:32:53.73
1D8B01_2019-216T02-39-37  7563  2  761  820    3375    3434  26228 11065 1  5  4  2   71.394   67.250   0.000    0.694    0.694 100.000  61.620 OCC_SOL  SHORT    2019-AUG-04-04:26:51.37
1D8C01_2019-216T04-37-30  7564  2  443  500    3895    3952  26278 10649 1  5  4  2   75.819   67.245   0.000    0.686    0.686 100.000  61.642 OCC_SOL  SHORT    2019-AUG-04-05:40:10.88
1D8D01_2019-216T06-35-28  7565  2  763 1218    5049    5504  26281 10994 1  5  4  2  145.181  145.181   0.000    0.694    0.694 100.000  61.692 OCC_SOL  SHORT    2019-AUG-04-08:24:35.46
1D8E01_2019-216T08-33-27  7566  2  441  498    5974    6031  26275 11096 1  5  4  2   74.222   67.245   0.000    0.686    0.686 100.000  61.714 OCC_SOL  SHORT    2019-AUG-04-09:36:01.90
1D8F01_2019-216T10-31-26  7567  2  761 1218    7124    7581  26297 11117 1  5  4  2  145.161  145.093   0.000    0.694    0.694 100.000  61.764 OCC_SOL  SHORT    2019-AUG-04-12:20:30.50
1D9101_2019-216T14-27-14  7569  2  747  806    9183    9242  26285 11280 1  5  4  2   71.403   67.250   0.000    0.694    0.694 100.000  61.835 OCC_SOL  SHORT    2019-AUG-04-16:14:17.46
1D9201_2019-216T16-25-07  7570  2  443  882    9701   10140  26318 11620 1  5  4  2  143.220   67.245   0.000    0.686    0.686 100.000  61.858 OCC_SOL  SHORT    2019-AUG-04-17:28:34.69
1D9301_2019-216T18-23-04  7571  2  747  806   11220   11279  26326 11483 1  5  4  2   71.394   67.250   0.000    0.694    0.694 100.000  61.907 OCC_SOL  SHORT    2019-AUG-04-20:10:22.49
1D9901_2019-217T06-10-37  7577  2  353  810     353     810  26174 11498 1  5  4  2  145.174  145.093   0.000    0.694    0.694 100.000  62.122 OCC_SOL  SHORT    2019-AUG-05-07:59:45.73
1D9A01_2019-217T08-08-36  7578  2  449  508    1290    1349  26153 12747 1  5  4  2   75.549   67.245   0.000    0.686    0.686 100.000  62.144 OCC_SOL  SHORT    2019-AUG-05-09:11:10.43
1D9B01_2019-217T10-06-35  7579  4  894  955    2582    2643  26203 11890 1  5  4  2   71.266   67.250   0.000    0.694    0.694 100.000  62.193 OCC_SOL  SHORT    2019-AUG-05-11:53:47.13
1D9D01_2019-217T14-02-26  7581  2  773 1231    4272    4730  26234 11194 1  5  4  2  145.133  145.093   0.000    0.694    0.694 100.000  62.266 OCC_SOL  SHORT    2019-AUG-05-15:51:28.84
1D9E01_2019-217T16-00-18  7582  2  445  502    5204    5261  26246 11217 1  5  4  2   75.829   67.245   0.000    0.686    0.686 100.000  62.287 OCC_SOL  SHORT    2019-AUG-05-17:02:50.47
1D9F01_2019-217T17-58-15  7583  2  765 1220    6362    6817  26263 11208 1  5  4  2  145.162  145.093   0.000    0.694    0.694 100.000  62.337 OCC_SOL  SHORT    2019-AUG-05-19:47:19.84
1DA001_2019-217T19-56-12  7584  2  441  995    7289    7843  26274 11035 1  5  4  2  143.770   67.245   0.000    0.686    0.686 100.000  62.359 OCC_SOL  SHORT    2019-AUG-05-20:58:49.43
1DA101_2019-217T21-54-11  7585  4  829 1284    9010    9465  26284 10941 1  5  4  2  145.179  145.093   0.000    0.694    0.694 100.000  62.409 OCC_SOL  SHORT    2019-AUG-05-23:43:15.54
1DA301_2019-218T01-50-02  7587  2  751  810   11073   11132  26299 11079 1  5  4  2   71.394   67.250   0.000    0.694    0.694 100.000  62.480 OCC_SOL  SHORT    2019-AUG-06-03:37:09.96
1DA401_2019-218T03-47-55  7588  2  439  496   11587   11644  26283 11382 1  5  4  2   71.703   67.245   0.000    0.686    0.686 100.000  62.502 OCC_SOL  SHORT    2019-AUG-06-04:50:38.37
1DED01_2019-224T03-17-39  7661  2  289  777     443     931  26224 11669 1  5  4  2  145.275  145.189   0.000    0.438    0.438 100.000  65.130 OCC_SOL  SHORT    2019-AUG-12-05:06:08.42
1DEE01_2019-224T05-15-33  7662  2  169  757    1113    1701  26231 11244 1  5  4  2  144.559   67.245   0.000    0.687    0.687 100.000  65.152 OCC_SOL  SHORT    2019-AUG-12-06:18:55.95
1DF001_2019-224T09-11-24  7664  2  171  638    2311    2778  26250 12506 1  5  4  2  144.604   67.328   0.000    0.430    0.430 100.000  65.224 OCC_SOL  SHORT    2019-AUG-12-10:15:41.89
1DF101_2019-224T11-09-23  7665  2  283  306    3188    3211  26237 10717 1  5  4  2   67.250   67.250   0.000    0.694    0.694 100.000  65.272 OCC_SOL  SHORT    2019-AUG-12-12:56:08.57
1DF301_2019-224T15-05-21  7667  2  287  778    3982    4473  26299 12969 1  5  4  2  145.544  145.540   0.000    0.438    0.438 100.000  65.344 OCC_SOL  SHORT    2019-AUG-12-16:53:44.44
1DF401_2019-224T17-03-16  7668  2  169  759    4655    5245  26287 11373 1  5  4  2  144.648   67.244   0.000    0.687    0.687 100.000  65.367 OCC_SOL  SHORT    2019-AUG-12-18:06:30.84
1DF501_2019-224T19-01-09  7669  2  287  778    5659    6150  26297 13130 1  5  4  2  145.277  145.276   0.000    0.438    0.438 100.000  65.416 OCC_SOL  SHORT    2019-AUG-12-20:49:32.56
1DF601_2019-224T20-59-06  7670  2  169  192    6332    6355  26305 11095 1  5  4  2   67.244   67.244   0.000    0.687    0.687 100.000  65.438 OCC_SOL  SHORT    2019-AUG-12-22:02:14.88
1DF701_2019-224T22-57-06  7671  2  285  308    6764    6787  26294 11043 1  5  4  2   77.595   67.250   0.000    0.694    0.694 100.000  65.487 OCC_SOL  SHORT    2019-AUG-13-00:43:58.53
1DFF01_2019-225T14-40-47  7679  2  289  789     427     927  26187 10411 1  5  4  2  145.243  145.189   0.000    0.439    0.438 100.000  65.774 OCC_SOL  SHORT    2019-AUG-13-16:28:59.82
1E0001_2019-225T16-38-43  7680  2  169  192    1111    1134  26197 10849 1  5  4  2   67.244   67.244   0.000    0.687    0.687 100.000  65.796 OCC_SOL  SHORT    2019-AUG-13-17:41:59.95
1E0101_2019-225T18-36-37  7681  2  287  789    1545    2047  26206 11317 1  5  4  2  145.013  145.013   0.000    0.439    0.438 100.000  65.845 OCC_SOL  SHORT    2019-AUG-13-20:24:46.76
1E0201_2019-225T20-34-30  7682  2  169  192    2229    2252  26244 10730 1  5  4  2   67.244   67.244   0.000    0.687    0.687 100.000  65.867 OCC_SOL  SHORT    2019-AUG-13-21:37:33.04
1E0301_2019-225T22-32-29  7683  2  285  790    2661    3166  26244 12177 1  5  4  2  145.183  145.101   0.000    0.439    0.438 100.000  65.917 OCC_SOL  SHORT    2019-AUG-14-00:20:40.41
1E0B01_2019-226T14-16-12  7691  4  451  476     604     629  26150 10828 1  5  4  2   67.250   67.250   0.000    0.694    0.694 100.000  66.202 OCC_SOL  SHORT    2019-AUG-14-16:02:19.48
1E0C01_2019-226T16-14-10  7692  2  171  194     806     829  26170 12614 1  5  4  2   77.615   67.244   0.000    0.687    0.687 100.000  66.225 OCC_SOL  SHORT    2019-AUG-14-17:17:24.00
1E0D01_2019-226T18-12-05  7693  2  287  799    1240    1752  26198 11392 1  5  4  2  145.272  145.189   0.000    0.439    0.439 100.000  66.274 OCC_SOL  SHORT    2019-AUG-14-20:00:02.78
1E0E01_2019-226T20-09-58  7694  2  169  192    1936    1959  26209 10700 1  5  4  2   67.244   67.244   0.000    0.687    0.687 100.000  66.297 OCC_SOL  SHORT    2019-AUG-14-21:13:33.87
1E0F01_2019-226T22-07-57  7695  2  285  797    2366    2878  26246 11943 1  5  4  2  145.013  145.013   0.000    0.439    0.439 100.000  66.346 OCC_SOL  SHORT    2019-AUG-14-23:55:55.46
1E1701_2019-227T13-51-40  7703  4  384  407     525     548  26159 10881 1  5  4  2   73.745   67.250   0.000    0.694    0.694 100.000  66.632 OCC_SOL  SHORT    2019-AUG-15-15:37:50.59
1E1801_2019-227T15-49-40  7704  2  174  675     730    1231  26175 10627 1  5  4  2  144.553   67.327   0.000    0.430    0.430 100.000  66.655 OCC_SOL  SHORT    2019-AUG-15-16:53:47.29
1E1901_2019-227T17-47-36  7705  2  287  961    1643    2317  26205 11158 1  5  4  2  145.093  145.093   0.000    0.694    0.694 100.000  66.704 OCC_SOL  SHORT    2019-AUG-15-19:35:19.85
1E1A01_2019-227T19-45-30  7706  2  171  194    2499    2522  26187 10726 1  5  4  2   67.244   67.244   0.000    0.687    0.687 100.000  66.726 OCC_SOL  SHORT    2019-AUG-15-20:49:12.00
1E1B01_2019-227T21-43-27  7707  2  313  314    2957    2958  26151 10662 1  5  4  2   67.251   67.251   0.000    0.688    0.688 100.000  66.778 OCC_SOL  SHORT    2019-AUG-15-23:41:23.71
1E1C01_2019-227T23-41-27  7708  1    1  156    2959    3114  26233 11150 1  5  4  2   73.626   67.250   0.000    0.688    0.688 100.000  66.782 OCC_SOL  SHORT    2019-AUG-15-23:42:08.70
1E2301_2019-228T13-27-12  7715  2  287  310     441     464  26165 10807 1  5  4  2   67.243   67.075   0.000    0.694    0.694 100.000  67.061 OCC_SOL  SHORT    2019-AUG-16-15:13:29.49
1E2401_2019-228T15-25-12  7716  4  257  907     730    1380  26179 11098 1  5  4  2  144.696   67.244   0.000    0.688    0.687 100.000  67.084 OCC_SOL  SHORT    2019-AUG-16-16:29:14.85
1E2401_2019-228T15-25-12  7716  6  998 1023    1472    1497  26168 10932 1  5  4  2   67.250   67.250   0.000    0.694    0.694 100.000  67.097 OCC_SOL  SHORT    2019-AUG-16-17:10:51.11
1E2501_2019-228T17-23-10  7717  2  173  689    1678    2194  26194 11383 1  5  4  2  144.667   67.327   0.000    0.430    0.430 100.000  67.120 OCC_SOL  SHORT    2019-AUG-16-18:27:41.42
1E2601_2019-228T19-21-05  7718  2  171  823    2474    3126  26208 11163 1  5  4  2  144.523   67.244   0.000    0.688    0.687 100.000  67.155 OCC_SOL  SHORT    2019-AUG-16-20:25:06.82
1E2601_2019-228T19-21-05  7718  4  914  937    3218    3241  26220 11021 1  5  4  2   67.250   67.250   0.000    0.694    0.694 100.000  67.168 OCC_SOL  SHORT    2019-AUG-16-21:07:01.04
1E3101_2019-229T16-58-47  7729  2  175  707     293     825  26136 10437 1  5  4  2  144.859   67.327   0.000    0.430    0.430 100.000  67.549 OCC_SOL  SHORT    2019-AUG-17-18:03:31.38
1E3201_2019-229T18-56-42  7730  2  173  196    1105    1128  26159 10669 1  5  4  2   67.244   67.243   0.000    0.688    0.687 100.000  67.585 OCC_SOL  SHORT    2019-AUG-17-20:00:37.87
1E3201_2019-229T18-56-42  7730  4  285  310    1217    1242  26139 12492 1  5  4  2   76.819   67.250   0.000    0.694    0.694 100.000  67.597 OCC_SOL  SHORT    2019-AUG-17-20:42:11.98
1E3301_2019-229T20-54-39  7731  2  175  708    1425    1958  26183 11035 1  5  4  2  144.683   67.327   0.000    0.431    0.430 100.000  67.621 OCC_SOL  SHORT    2019-AUG-17-21:59:41.31
1E3401_2019-229T22-52-35  7732  2  171  196    2236    2261  26208 10556 1  5  4  2   67.244   67.243   0.000    0.688    0.687 100.000  67.656 OCC_SOL  SHORT    2019-AUG-17-23:56:10.95
1E3401_2019-229T22-52-35  7732  4  283  308    2348    2373  26197 11915 1  5  4  2   76.819   67.250   0.000    0.694    0.694 100.000  67.669 OCC_SOL  SHORT    2019-AUG-18-00:38:03.14
1E3C01_2019-230T14-36-26  7740  2  173  198     325     350  26148 11234 1  5  4  2   73.232   67.243   0.000    0.688    0.688 100.000  67.942 OCC_SOL  SHORT    2019-AUG-18-15:40:22.50
1E3C01_2019-230T14-36-26  7740  4  285  310     437     462  26161 11379 1  5  4  2   76.840   67.250   0.000    0.694    0.694 100.000  67.955 OCC_SOL  SHORT    2019-AUG-18-16:21:53.52
1E3D01_2019-230T16-34-26  7741  2  175  723     645    1193  26172 10486 1  5  4  2  144.349   67.327   0.000    0.431    0.430 100.000  67.978 OCC_SOL  SHORT    2019-AUG-18-17:39:11.94
1E3D01_2019-230T16-34-26  7741  4  814 1385    1285    1856  26193 10903 1  5  4  2  145.245  145.189   0.000    0.439    0.439 100.000  67.991 OCC_SOL  SHORT    2019-AUG-18-18:21:22.68
1E3E01_2019-230T18-32-25  7742  2  171  194    2043    2066  26182 10815 1  5  4  2   67.244   67.243   0.000    0.688    0.688 100.000  68.014 OCC_SOL  SHORT    2019-AUG-18-19:36:29.47
1E3E01_2019-230T18-32-25  7742  4  281  306    2153    2178  26170 12053 1  5  4  2   76.813   67.250   0.000    0.694    0.694 100.000  68.026 OCC_SOL  SHORT    2019-AUG-18-20:17:31.72
1E3F01_2019-230T20-30-19  7743  2  171  194    2359    2382  26199 10737 1  5  4  2   73.734   67.243   0.000    0.688    0.688 100.000  68.050 OCC_SOL  SHORT    2019-AUG-18-21:34:41.04
1E3F01_2019-230T20-30-19  7743  4  281  304    2469    2492  26199 10929 1  5  4  2   77.621   67.250   0.000    0.694    0.694 100.000  68.062 OCC_SOL  SHORT    2019-AUG-18-22:15:55.06
1E4001_2019-230T22-28-15  7744  2  313  314    2815    2816  26231 10827 1  5  4  2   67.250   67.250   0.000    0.688    0.688 100.000  68.102 OCC_SOL  SHORT    2019-AUG-19-00:25:58.78
1E4101_2019-231T00-26-15  7745  1    1  158    2817    2974  26227 11706 1  5  4  2   73.549   67.250   0.000    0.688    0.687 100.000  68.105 OCC_SOL  SHORT    2019-AUG-19-00:26:43.74
1E4901_2019-231T16-10-08  7753  4  340  903     813    1376  26170 11586 1  5  4  2  144.881   67.327   0.000    0.431    0.431 100.000  68.408 OCC_SOL  SHORT    2019-AUG-19-17:15:32.80
1E4901_2019-231T16-10-08  7753  6  992 1583    1467    2058  26177 10756 1  5  4  2  145.277  145.277   0.000    0.439    0.439 100.000  68.420 OCC_SOL  SHORT    2019-AUG-19-17:56:44.50
1E4A01_2019-231T18-08-06  7754  2  171  196    2246    2271  26171 10731 1  5  4  2   67.244   67.243   0.000    0.688    0.688 100.000  68.443 OCC_SOL  SHORT    2019-AUG-19-19:12:02.42
1E4A01_2019-231T18-08-06  7754  4  281  306    2356    2381  26190 11791 1  5  4  2   76.803   67.250   0.000    0.694    0.694 100.000  68.455 OCC_SOL  SHORT    2019-AUG-19-19:53:06.59
1E4B01_2019-231T20-06-03  7755  2  171  891    2562    3282  26208 11206 1  5  4  2  144.655   67.244   0.000    0.688    0.688 100.000  68.479 OCC_SOL  SHORT    2019-AUG-19-21:10:17.85
1E4B01_2019-231T20-06-03  7755  4  978 1001    3369    3392  26194 10975 1  5  4  2   71.123   67.250   0.000    0.694    0.694 100.000  68.491 OCC_SOL  SHORT    2019-AUG-19-21:51:20.01
1E4C01_2019-231T22-03-58  7756  2  175  745    3577    4147  26224 12312 1  5  4  2  144.724   67.327   0.000    0.431    0.431 100.000  68.515 OCC_SOL  SHORT    2019-AUG-19-23:09:25.45
